StartOfPoints
275	174.14
275	174.89
275	175.64
276	176.42
276	177.13
277	177.84
278	178.55
278	179.26
279	179.97
280	180.68
281	181.39
282	182.1
284	182.81
285	183.52
286	184.98
286	184.23
287	185.7
288	186.42
289	187.14
291	187.86
292	188.58
294	189.3
295	190.02
297	190.74
298	191.46
299	192.18
301	192.9
303	193.62
304	194.32
306	195.02
308	195.72
310	196.42
312	197.12
314	197.82
317	198.52
319	199.22
322	199.92
324	200.62
327	201.32
330	202.14
332	202.85
335	203.56
338	204.27
341	204.98
344	205.69
347	206.4
350	207.11
354	207.82
357	208.53
361	209.24
369	210.77
365	209.95
373	211.42
380	212.07
386	212.72
391	213.37
397	214.02
402	214.67
407	215.32
409	215.97
412	216.62
414	217.27
415	217.92
413	218.72
410	219.44
407	220.16
403	220.88
399	221.6
395	222.32
391	223.04
387	223.76
383	224.48
379	225.2
376	225.92
369	227.36
372	226.64
366	228.07
364	228.78
361	229.49
359	230.2
357	230.91
354	231.62
352	232.33
350	233.04
348	233.75
346	234.46
344	235.17
342	235.92
340	236.62
338	237.32
337	238.02
335	238.72
333	239.42
332	240.12
330	240.82
329	241.52
328	242.22
327	242.92
326	243.62
325	244.4
324	245.12
324	245.84
324	246.56
325	247.28
324	248
323	248.72
321	249.44
319	250.16
317	250.88
315	251.6
315	252.32
315	253.04
315	253.73
314	254.42
314	255.11
314	255.8
314	256.49
314	257.18
314	257.87
313	258.56
313	259.25
313	259.94
313	260.63
314	261.42
314	262.13
314	262.84
315	263.55
315	264.26
316	264.97
316	265.68
317	266.39
317	267.1
318	267.81
319	268.52
320	269.23
321	270.05
323	270.77
324	271.49
325	272.21
326	272.93
327	273.65
328	274.37
330	275.09
331	275.81
332	276.53
333	277.25
335	277.97
336	278.72
338	279.44
340	280.16
342	280.88
343	281.6
345	282.32
346	283.04
346	283.76
345	284.48
342	285.2
335	285.92
322	287.36
329	286.64
315	288.07
308	288.78
302	289.49
297	290.2
292	290.91
287	291.62
282	292.33
276	293.04
271	293.75
269	294.46
262	295.17
260	295.92
256	296.69
252	297.46
248	298.23
244	299
240	299.77
237	300.54
234	301.31
230	302.08
227	302.85
225	303.62
219	305.12
222	304.39
217	305.84
215	306.56
213	307.28
211	308
209	308.72
207	309.44
205	310.16
203	310.88
201	311.6
198	312.32
196	313.04
194	313.76
192	314.53
191	315.3
189	316.07
187	316.84
185	317.61
183	318.38
181	319.15
180	319.92
179	320.69
177	321.46
176	322.23
175	323
173	323.72
172	324.44
171	325.16
170	325.88
169	326.6
168	327.32
167	328.04
166	328.76
166	329.48
165	330.2
165	330.92
165	331.64
164	332.35
164	333.06
163	333.77
162	334.48
161	335.19
160	335.9
159	336.61
159	337.32
159	338.03
159	338.74
158	339.45
158	340.27
158	341.02
158	341.77
158	342.52
158	343.27
159	344.02
160	344.77
162	345.52
163	346.27
163	347.02
162	347.77
161	348.52
159	349.26
157	349.98
157	350.7
157	351.42
157	352.14
157	352.86
157	353.58
157	354.3
157	355.02
157	355.74
157	356.46
158	357.18
158	357.86
159	358.56
159	359.26
160	359.96
